"","X","PATENT","GYEAR","GDATE","APPYEAR","COUNTRY","POSTATE","ASSIGNEE","ASSCODE","CLAIMS","NCLASS","CAT","SUBCAT","CMADE","CRECEIVE","RATIOCIT","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","SELFCTUB","SELFCTLB","SECDUPBD","SECDLWBD","logCRECEIVE","CLAIMSORIGINAL"
"1573",1573,5789984,1998,14095,1996,"GB","",481045,3,8,330,4,41,4,1,1,0,0.375,2,5.25,0,0,0,0,0,3
"1574",1574,5429797,1995,12968,1993,"US","OH",NA,1,14,422,1,19,6,1,0.8333,0,0.56,4,13.8333,NA,NA,NA,NA,0,7.84
"1575",1575,5613276,1997,13598,1995,"US","CT",NA,1,10,16,5,59,7,1,0.7143,0,0.48,2,36.4286,NA,NA,NA,NA,0,4.8
"1576",1576,5461367,1995,13080,1994,"US","NY",715509,2,13,340,2,21,6,4,1,0.625,0,2.5,8.1667,0,0,0,0,1.38629436111989,0
"1577",1577,5751998,1998,14011,1995,"US","TX",755619,2,24,711,2,24,6,1,1,0,0.6667,2,8.3333,0.1667,0.1667,0,0,0,16.0008
"1578",1578,5415822,1995,12919,1993,"GB","",497255,3,7,264,5,51,9,6,0.7778,0.2778,0.6939,2.3333,20.2222,0,0,0,0,1.79175946922805,4.8573
"1579",1579,5546096,1996,13374,1995,"JP","",723107,3,15,343,2,21,13,2,0.6154,0,0.2188,1.5,30,0,0,0,0,0.693147180559945,3.282
"1580",1580,5426561,1995,12954,1994,"US","CA",597260,6,18,361,4,45,23,7,1,0.6122,0.3743,2.4286,8.1739,0,0,0,0,1.94591014905531,6.7374
"1581",1581,5702301,1997,13878,1996,"US","CA",202675,2,17,460,6,61,1,1,1,0,0,1,17,0,0,0,0,0,0
"1582",1582,5527769,1996,13318,1995,"CH","",198385,3,6,512,1,19,6,1,1,0,0.6111,2,17,0.2,0.1667,0,0,0,3.6666
"1583",1583,5457065,1995,13066,1994,"TW","",596760,3,28,438,4,46,7,2,1,0,0.2449,2.5,2.8571,0,0,0,0,0.693147180559945,6.8572
"1584",1584,5826329,1998,14179,1995,"US","OH",395480,2,14,29,5,52,9,1,0.8889,0,0.5625,0,17.2222,0,0,1,1,0,7.875
"1585",1585,5745531,1998,13997,1995,"JP","",700480,3,10,375,2,21,4,1,1,0,0.375,2,11,0,0,0,0,0,3.75
"1586",1586,5445108,1995,13024,1993,"DE","",493090,3,12,117,1,19,11,4,0.6364,0.75,0.7755,3.25,24.4545,0.3333,0.1818,0.25,0.25,1.38629436111989,9.306
"1587",1587,5625382,1997,13633,1995,"JP","",379245,3,7,345,2,23,8,1,1,0,0.5938,2,6.875,0.125,0.125,0,0,0,4.1566
"1588",1588,5431766,1995,12975,1994,"US","GA",221085,2,8,156,1,19,11,2,1,0.5,0.8264,3.5,6.4545,0,0,0,0,0.693147180559945,6.6112
"1589",1589,5698022,1997,13864,1996,"US","CT",8525,2,23,106,1,12,7,1,1,0,0.449,1,6.4286,0,0,0,0,0,10.327
"1590",1590,5527729,1996,13318,1995,"JP","",358990,3,3,438,4,46,3,3,1,0.4444,0,1.6667,2.3333,0,0,0.3333,0.3333,1.09861228866811,0
"1591",1591,5742888,1998,13990,1996,"JP","",211530,3,3,399,5,54,5,2,1,0,0,2,9.4,0,0,1,1,0.693147180559945,0
"1592",1592,5500642,1996,13227,1994,"US","VA",NA,1,6,340,2,21,11,4,0.7273,0.375,0.375,1.5,20.7273,NA,NA,NA,NA,1.38629436111989,2.25
"1593",1593,5433906,1995,12982,1993,"US","MI",219155,2,17,264,5,51,9,2,1,0.5,0.7901,2.5,8.4444,0.1429,0.1111,0,0,0.693147180559945,13.4317
"1594",1594,5592776,1997,13528,1995,"US","IL",720823,2,47,47,6,61,62,2,0.6935,0.5,0.7399,2,27.7419,0,0,0,0,0.693147180559945,34.7753
"1595",1595,5671671,1997,13787,1996,"CH","",139935,3,6,101,6,69,3,1,1,0,0,2,4.3333,0,0,1,1,0,0
"1596",1596,5559853,1996,13416,1995,"NL","",601715,2,20,378,4,44,3,3,1,0,0.4444,2,12.3333,0,0,0.6667,0.6667,1.09861228866811,8.888
"1597",1597,5410961,1995,12905,1992,"US","NJ",710790,2,25,101,6,69,23,7,0.9565,0.2449,0.3884,4,9.7391,0,0,0.2,0.1429,1.94591014905531,9.71
"1598",1598,5416619,1995,12919,1992,"JP","",532110,3,14,349,1,19,5,13,1,0.142,0.32,3.3846,8.6,0,0,0,0,2.56494935746154,4.48
"1599",1599,5604773,1997,13563,1994,"FI","",701617,3,8,375,2,21,6,3,1,0.4444,0.4444,1.6667,7.5,0,0,0,0,1.09861228866811,3.5552
"1600",1600,5637008,1997,13675,1995,"US","IL",370190,2,18,439,4,41,5,1,1,0,0,1,5.8,0.25,0.2,0,0,0,0
"1601",1601,5397377,1995,12856,1994,"US","PA",NA,1,8,75,5,52,16,1,1,0,0.4922,2,10.25,NA,NA,NA,NA,0,3.9376
"1602",1602,5802142,1998,14123,1995,"GB","",76775,3,32,379,2,21,9,1,1,0,0.1975,2,5,0,0,0,0,0,6.32
"1603",1603,5410876,1995,12905,1993,"US","MI",204110,2,13,60,4,45,4,1,1,0,0.375,3,10,0,0,0,0,0,4.875
"1604",1604,5649747,1997,13717,1995,"JP","",13995,3,8,303,5,53,6,1,1,0,0.4444,1,6,0.1667,0.1667,1,1,0,3.5552
"1605",1605,5600766,1997,13549,1994,"US","CA",280070,2,2,345,2,23,2,1,1,0,0,2,2,0,0,0,0,0,0
"1606",1606,5526793,1996,13318,1995,"SE","",487415,3,12,123,5,53,9,3,1,0,0.1975,1,9.5556,0,0,0,0,1.09861228866811,2.37
"1607",1607,5511531,1996,13269,1994,"CA","",685688,3,11,123,5,53,9,2,1,0,0.1975,3,11.2222,0,0,0,0,0.693147180559945,2.1725
"1608",1608,5495556,1996,13206,1994,"JP","",403735,3,4,704,2,22,4,2,1,0,0,3,7.5,0.5,0.5,0,0,0.693147180559945,0
"1609",1609,5445407,1995,13024,1994,"US","OH",219155,2,14,280,5,55,5,6,1,0,0,2.3333,5.6,0.4,0.4,0.3333,0.3333,1.79175946922805,0
"1610",1610,5380994,1995,12793,1993,"US","AL",499420,2,10,235,5,59,19,5,1,0.72,0.5817,2.2,7.9474,0,0,0,0,1.6094379124341,5.817
"1611",1611,5448254,1995,13031,1994,"US","IN",573980,2,5,343,2,21,1,1,0,0,NA,3,45,0,0,0,0,0,NA
"1612",1612,5732379,1998,13962,1995,"DE","",703976,3,25,701,2,22,180,2,1,0.5,0.6688,2,6.0611,0,0,0,0,0.693147180559945,16.72
"1613",1613,5482896,1996,13157,1993,"US","NY",160890,2,20,438,4,46,20,11,1,0.2975,0.745,3.7273,6.5,0.55,0.55,0,0,2.39789527279837,14.9
"1614",1614,5394198,1995,12842,1992,"US","NJ",706518,2,22,348,4,49,8,5,1,0.64,0.2188,3.8,7.375,0,0,0,0,1.6094379124341,4.8136
"1615",1615,5749696,1998,14011,1996,"US","KS",740605,2,7,414,5,51,19,1,1,0,0.5097,2,12.3158,0,0,0,0,0,3.5679
"1616",1616,5418679,1995,12926,1993,"US","IL",382575,2,11,361,4,45,3,1,1,0,0,0,6.3333,0,0,1,1,0,0
"1617",1617,5473750,1995,13122,1993,"JP","",211480,3,6,345,2,23,2,3,1,0,0.5,3,3,0,0,0,0,1.09861228866811,3
"1618",1618,5460954,1995,13080,1992,"KR","",695311,3,7,435,3,33,2,1,1,0,0,3,3.5,0,0,0,0,0,0
"1619",1619,5604792,1997,13563,1995,"US","DC",720978,2,1,379,2,21,29,1,0.9655,0,0.2602,1,12.8621,0.08,0.069,0,0,0,0.2602
"1620",1620,5701575,1997,13871,1996,"JP","",399775,3,24,419,5,52,15,3,1,0,0.7556,1,7.7333,0,0,0,0,1.09861228866811,18.1344
"1621",1621,5803266,1998,14130,1996,"US","WV",745121,2,2,206,6,68,21,1,0.8571,0,0.6605,2,12.6667,0,0,0,0,0,1.321
"1622",1622,5539978,1996,13360,1994,"BE","",512710,3,4,29,5,52,5,3,1,0,0.64,2.3333,4.4,0,0,0,0,1.09861228866811,2.56
"1623",1623,5497669,1996,13220,1993,"DE","",691460,3,18,73,4,43,10,1,1,0,0.46,4,10.7,0,0,0,0,0,8.28
"1624",1624,5465216,1995,13094,1993,"IL","",278220,2,20,395,2,22,7,8,1,0,0,3.375,2.2857,0,0,0,0,2.07944154167984,0
"1625",1625,5474391,1995,13129,1993,"JP","",416525,3,20,400,5,59,4,7,1,0,0,4.5714,2.75,0.25,0.25,0,0,1.94591014905531,0
"1626",1626,5498814,1996,13220,1994,"US","NJ",381140,2,14,585,1,19,17,7,1,0,0.6228,1.2857,13.1176,0.6471,0.6471,1,0.8571,1.94591014905531,8.7192
"1627",1627,5385170,1995,12814,1993,"DE","",133290,3,9,137,6,69,6,2,1,0,0.2778,3,11.5,0,0,0,0,0.693147180559945,2.5002
"1628",1628,5780896,1998,14074,1996,"JP","",395735,3,4,257,4,46,6,5,1,0.48,0.2778,1.6,4.8333,0,0,0,0,1.6094379124341,1.1112
"1629",1629,5411711,1995,12905,1993,"DE","",172565,3,39,422,1,19,3,2,1,0.5,0.4444,1.5,3.6667,0,0,0.5,0.5,0.693147180559945,17.3316
"1630",1630,5480521,1996,13150,1994,"US","TX",508865,2,18,205,1,19,9,3,1,0.4444,0.6173,2,6.6667,0.1111,0.1111,0.3333,0.3333,1.09861228866811,11.1114
"1631",1631,5432018,1995,12975,1991,"US","CA",685535,3,12,435,3,33,4,15,1,0.4356,0,4.2667,7.25,0,0,0,0,2.70805020110221,0
"1632",1632,5509599,1996,13262,1994,"DE","",512710,3,8,228,5,52,6,1,1,0,0.6667,3,12.6667,0,0,0,0,0,5.3336
"1633",1633,5472450,1995,13122,1994,"US","FL",NA,1,3,606,3,32,3,1,1,0,0.4444,2,2,NA,NA,NA,NA,0,1.3332
"1634",1634,5569005,1996,13451,1995,"GB","",172355,2,8,411,5,59,6,2,0.8333,0.5,0.32,2,19.5,0,0,0.5,0.5,0.693147180559945,2.56
"1635",1635,5620850,1997,13619,1994,"US","MA",242920,2,28,530,1,15,11,2,0.9091,0,0.86,3,6.7273,0.1,0.0909,0,0,0.693147180559945,24.08
"1636",1636,5769235,1998,14053,1996,"US","IL",6410,2,17,206,6,68,11,1,0.8182,0,0.1975,2,15.6364,0,0,1,1,0,3.3575
"1637",1637,5742607,1998,13990,1995,"US","AZ",278220,2,21,370,2,21,11,1,1,0,0.5785,1,2.9091,0.0909,0.0909,1,1,0,12.1485
"1638",1638,5702936,1997,13878,1994,"US","WA",265085,2,3,435,3,33,0,1,NA,0,NA,3,NA,NA,NA,0,0,0,NA
"1639",1639,5409637,1995,12898,1992,"JP","",367550,3,28,252,1,19,11,9,1,0,0,3.2222,4.3636,0.5455,0.5455,0.6667,0.6667,2.19722457733622,0
"1640",1640,5745011,1998,13997,1996,"US","CA",132165,2,13,331,4,41,4,1,1,0,0,2,6,0,0,0,0,0,0
"1641",1641,5688161,1997,13836,1995,"US","VA",438640,2,30,451,5,51,7,1,0.4286,0,0,2,47,0,0,0,0,0,0
"1642",1642,5658860,1997,13745,1995,"US","TX",51205,2,27,507,6,64,14,2,0.9286,0.5,0.6272,1.5,18.1429,0.2,0.1429,0,0,0.693147180559945,16.9344
"1643",1643,5720028,1998,13927,1996,"JP","",252865,3,20,714,2,22,7,1,1,0,0,1,3,0,0,0,0,0,0
"1644",1644,5495712,1996,13213,1994,"JP","",755306,3,11,60,4,45,13,5,0.9231,0,0.6806,1.4,16.6154,0.3333,0.3077,1,1,1.6094379124341,7.4866
"1645",1645,5523910,1996,13304,1994,"US","ID",250060,2,11,360,2,24,10,2,0.9,0,0.1975,2.5,9.3,0,0,0,0,0.693147180559945,2.1725
"1646",1646,5823339,1998,14172,1996,"US","MD",67515,2,23,206,6,68,35,1,0.8571,0,0.0644,2,20.8,0.0417,0.0286,0,0,0,1.4812
"1647",1647,5486710,1996,13171,1995,"JP","",379245,3,6,257,4,46,6,4,1,0.5,0.4444,1.5,7.3333,0.1667,0.1667,1,1,1.38629436111989,2.6664
"1648",1648,5415415,1995,12919,1994,"US","NY",NA,1,8,273,6,62,2,1,1,0,0,3,17.5,NA,NA,NA,NA,0,0
"1649",1649,5453237,1995,13052,1994,"IT","",714784,3,13,264,5,51,32,5,0.9063,0.32,0.6468,2.8,18.375,0,0,0.2,0.2,1.6094379124341,8.4084
"1650",1650,5460298,1995,13080,1992,"US","OH",NA,1,11,222,1,19,25,3,0.8,0,0.725,4.3333,24.8,NA,NA,NA,NA,1.09861228866811,7.975
"1651",1651,5473734,1995,13122,1993,"DE","",338715,3,18,358,2,21,14,1,1,0,0.6224,4,6,0,0,0,0,0,11.2032
"1652",1652,5527361,1996,13318,1994,"US","NC",712307,2,4,8,1,11,5,2,1,0.5,0.72,2.5,8.2,0.25,0.2,1,1,0.693147180559945,2.88
"1653",1653,5485168,1996,13164,1994,"US","TX",169245,2,7,343,2,21,19,1,1,0,0.3601,3,9.6316,0,0,0,0,0,2.5207
"1654",1654,5492753,1996,13199,1993,"US","GA",313200,2,31,428,6,69,38,7,0.8947,0.7347,0.7491,3,18,0.3667,0.2895,0.1667,0.1429,1.94591014905531,23.2221
"1655",1655,5528342,1996,13318,1995,"JP","",87490,3,78,399,5,54,11,5,1,0,0.1653,1.2,6.3636,0.1818,0.1818,0.2,0.2,1.6094379124341,12.8934
"1656",1656,5748617,1998,14004,1996,"US","CO",361691,2,37,370,2,21,40,6,1,0.6667,0.7588,0.6667,4.95,0.1579,0.15,0.5,0.5,1.79175946922805,28.0756
"1657",1657,5814047,1998,14151,1997,"TW","",703520,3,9,606,3,32,7,1,1,0,0,1,8,0,0,0,0,0,0
"1658",1658,5446329,1995,13024,1993,"JP","",714593,3,15,310,4,45,15,8,1,0,0.56,3.125,7.9333,0.2667,0.2667,0.75,0.75,2.07944154167984,8.4
"1659",1659,5420792,1995,12933,1993,"JP","",360475,3,8,701,2,22,8,13,1,0.6982,0.5,2.3846,2.125,0,0,0.2308,0.2308,2.56494935746154,4
"1660",1660,5438212,1995,12996,1994,"JP","",379245,3,9,257,4,46,1,2,1,0,0,2,19,0,0,0,0,0.693147180559945,0
"1661",1661,5437109,1995,12996,1993,"US","NC",NA,1,33,34,1,19,52,1,0.3654,0,0.349,4,52.9808,NA,NA,NA,NA,0,11.517
"1662",1662,5517566,1996,13283,1994,"US","NH",NA,1,8,379,2,21,6,2,1,0,0,2,2.8333,NA,NA,NA,NA,0.693147180559945,0
"1663",1663,5659701,1997,13745,1994,"IL","",280070,2,31,709,2,22,9,4,1,0.625,0.716,3.5,9.1111,0.3333,0.3333,0.75,0.75,1.38629436111989,22.196
"1664",1664,5377558,1995,12786,1993,"US","AR",NA,1,20,74,5,59,11,1,0.4545,0,0.56,2,52.8182,NA,NA,NA,NA,0,11.2
"1665",1665,5509264,1996,13262,1994,"JP","",307605,3,14,60,4,45,3,3,1,0.4444,0,2,7,0,0,0,0,1.09861228866811,0
"1666",1666,5435093,1995,12989,1994,"US","NJ",NA,1,19,43,6,61,10,4,0.9,0,0.4938,2.75,18.1,NA,NA,NA,NA,1.38629436111989,9.3822
"1667",1667,5557905,1996,13416,1995,"US","OR",NA,1,12,54,6,69,15,1,0.8,0,0.1528,1,28.7333,NA,NA,NA,NA,0,1.8336
"1668",1668,5535821,1996,13346,1994,"FR","",603230,3,6,165,6,66,9,1,1,0,0.3457,2,6.3333,0.375,0.3333,1,1,0,2.0742
"1669",1669,5490562,1996,13192,1995,"US","TX",718147,2,13,166,6,64,8,1,1,0,0.4063,3,7,0,0,0,0,0,5.2819
"1670",1670,5428172,1995,12961,1993,"US","MO",759416,2,10,546,1,14,7,1,0.5714,0,0.625,2,33.7143,0,0,0,0,0,6.25
"1671",1671,5495819,1996,13213,1994,"US","AZ",NA,1,53,114,5,55,2,1,1,0,0,3,7,NA,NA,NA,NA,0,0
"1672",1672,5411575,1995,12905,1994,"CA","",165265,2,25,75,5,52,4,4,0.5,0.5,0.5,2,31.25,0,0,0.5,0.5,1.38629436111989,12.5
"1673",1673,5658260,1997,13745,1996,"US","IL",55570,2,9,604,3,32,210,1,0.9333,0,0.5444,1,15.2333,0.2063,0.1571,0,0,0,4.8996
"1674",1674,5601783,1997,13556,1994,"US","MN",725738,3,8,422,1,19,10,1,1,0,0.48,3,10.8,0,0,0,0,0,3.84
"1675",1675,5540963,1996,13360,1995,"US","CA",145370,2,16,428,6,69,2,2,1,0.5,0,2,2,1,1,0,0,0.693147180559945,0
"1676",1676,5694663,1997,13857,1995,"TW","",NA,1,1,16,5,59,10,4,1,0.375,0.66,2,2.9,NA,NA,NA,NA,1.38629436111989,0.66
"1677",1677,5385669,1995,12814,1993,"US","TX",706794,2,10,210,1,19,57,8,0.4035,0.375,0.5331,3.25,42.1228,0,0,0.125,0.125,2.07944154167984,5.331
"1678",1678,5471760,1995,13122,1995,"US","TN",NA,1,10,33,6,69,14,1,0.9286,0,0.6272,1,15.3571,NA,NA,NA,NA,0,6.272
"1679",1679,5462304,1995,13087,1993,"US","CA",NA,1,6,280,5,55,10,2,1,0,0.54,2.5,16.5,NA,NA,NA,NA,0.693147180559945,3.24
"1680",1680,5441444,1995,13010,1993,"JP","",706119,3,11,451,5,51,2,26,1,0.145,0,3.2308,2.5,0,0,0,0,3.25809653802148,0
"1681",1681,5542888,1996,13367,1994,"JP","",360475,3,16,475,5,53,3,5,1,0.32,0.4444,2,6.3333,0.3333,0.3333,0,0,1.6094379124341,7.1104
"1682",1682,5389732,1995,12828,1993,"JP","",377950,3,11,399,5,54,9,6,1,0,0,2.6667,2.6667,0.1111,0.1111,0.1667,0.1667,1.79175946922805,0
"1683",1683,5596086,1997,13535,1991,"US","CA",690454,2,12,536,1,14,3,3,1,0.4444,0.4444,2.6667,3.6667,0,0,0.6667,0.6667,1.09861228866811,5.3328
"1684",1684,5432783,1995,12975,1994,"US","NJ",58495,2,6,370,2,21,8,5,1,0,0,1.6,2.75,0.125,0.125,0,0,1.6094379124341,0
"1685",1685,5400811,1995,12870,1993,"US","NJ",NA,1,9,132,6,65,17,3,1,0.6667,0.1107,4,17.2941,NA,NA,NA,NA,1.09861228866811,0.9963
"1686",1686,5563455,1996,13430,1995,"US","CA",551495,2,19,307,4,49,5,5,1,0.56,0.64,1.6,20.4,0,0,0.3333,0.2,1.6094379124341,12.16
"1687",1687,5389041,1995,12828,1992,"US","VA",257145,2,10,464,5,53,8,1,0.625,0,0.32,6,26.875,0,0,0,0,0,3.2
"1688",1688,5465006,1995,13094,1994,"US","CO",250060,2,13,257,4,46,3,1,1,0,0.4444,1,4.6667,0.6667,0.6667,0,0,0,5.7772
"1689",1689,5487680,1996,13178,1995,"JP","",636790,3,5,439,4,41,3,3,1,0.6667,0.6667,0.6667,12.6667,0.5,0.3333,0.6667,0.6667,1.09861228866811,3.3335
"1690",1690,5420647,1995,12933,1993,"US","FL",683479,2,17,348,4,49,14,5,1,0.8,0.6122,2.8,5.6429,0,0,0,0,1.6094379124341,10.4074
"1691",1691,5647158,1997,13710,1995,"US","MI",NA,1,4,42,5,59,18,3,0.8889,0.4444,0.3984,2.3333,17.5556,NA,NA,NA,NA,1.09861228866811,1.5936
"1692",1692,5630160,1997,13647,1995,"GB","",570160,2,8,708,2,22,8,4,1,0.625,0.7188,1.75,3.5,0,0,0,0,1.38629436111989,5.7504
"1693",1693,5747105,1998,14004,1996,"US","OH",424125,2,20,427,1,12,120,1,0.6083,0,0.8636,1,34.0167,0.1311,0.0667,0,0,0,17.272
"1694",1694,5449011,1995,13038,1993,"US","KY",218550,2,18,134,6,69,13,2,0.0769,0,0,3,52.3077,0,0,0,0,0.693147180559945,0
"1695",1695,5493877,1996,13206,1994,"US","MI",NA,1,5,68,6,63,12,1,0.75,0,0.716,3,18.9167,NA,NA,NA,NA,0,3.58
"1696",1696,5597171,1997,13542,1995,"KR","",711029,3,7,280,5,55,6,2,1,0,0,2.5,4.5,0.3333,0.3333,0,0,0.693147180559945,0
"1697",1697,5604815,1997,13563,1994,"US","OR",337780,2,8,381,4,49,10,1,1,0,0.18,2,11.7,0.25,0.2,0,0,0,1.44
"1698",1698,5610665,1997,13584,1994,"US","CA",NA,1,17,348,4,49,4,4,1,0,0.5,2,4.25,NA,NA,NA,NA,1.38629436111989,8.5
"1699",1699,5398975,1995,12863,1992,"US","TX",96065,2,6,285,6,67,18,3,1,0.4444,0.7716,3.6667,11.7222,0.0714,0.0556,0,0,1.09861228866811,4.6296
"1700",1700,5418993,1995,12933,1994,"DE","",NA,1,10,14,6,69,1,1,1,0,0,1,7,NA,NA,NA,NA,0,0
"1701",1701,5471754,1995,13122,1994,"US","IL",NA,1,12,33,6,69,4,3,1,0.4444,0,2,13.25,NA,NA,NA,NA,1.09861228866811,0
"1702",1702,5591783,1997,13521,1995,"JP","",581365,3,11,522,1,15,3,1,1,0,0.4444,2,7,0,0,0,0,0,4.8884
"1703",1703,5613984,1997,13598,1994,"CA","",728902,3,15,8,1,11,12,1,1,0,0.5417,3,15.8333,0,0,0,0,0,8.1255
"1704",1704,5522323,1996,13304,1993,"US","PA",NA,1,18,108,6,69,20,10,1,0.34,0.66,3.5,8.85,NA,NA,NA,NA,2.30258509299405,11.88
"1705",1705,5634161,1997,13661,1996,"TW","",723876,3,3,396,5,54,1,2,1,0,0,1,2,0,0,0,0,0.693147180559945,0
"1706",1706,5727004,1998,13948,1995,"US","MA",6120,2,26,714,2,22,10,1,1,0,0.54,2,5.1,0.1,0.1,1,1,0,14.04
"1707",1707,5837417,1998,14200,1994,"US","NJ",717760,3,9,430,1,19,28,1,0.9643,0,0.7215,4,9.6429,0,0,1,1,0,6.4935
"1708",1708,5565103,1996,13437,1995,"JP","",724808,3,10,210,1,19,7,2,0.4286,0,0,1.5,44.2857,0,0,1,0.5,0.693147180559945,0
"1709",1709,5570084,1996,13451,1994,"US","CA",370460,2,10,370,2,21,8,12,1,0.2917,0.2188,2,2,0,0,0,0,2.484906649788,2.188
"1710",1710,5639980,1997,13682,1995,"JP","",636035,3,8,84,6,69,5,2,1,0,0,1.5,5.2,0.4,0.4,0,0,0.693147180559945,0
"1711",1711,5557774,1996,13409,1994,"JP","",252865,3,19,395,2,22,6,6,1,0.4444,0,1.6667,2.3333,0,0,0.1667,0.1667,1.79175946922805,0
"1712",1712,5665782,1997,13766,1995,"US","IN",375830,2,10,514,3,31,22,1,1,0,0.5785,2,9,0,0,0,0,0,5.785
"1713",1713,5600315,1997,13549,1994,"JP","",532110,3,17,341,2,22,7,2,1,0,0.6122,2,5.5714,0.2857,0.2857,0.5,0.5,0.693147180559945,10.4074
"1714",1714,5661644,1997,13752,1995,"SE","",704501,3,21,363,4,45,4,1,1,0,0.625,2,17.5,0,0,0,0,0,13.125
"1715",1715,5649879,1997,13717,1995,"JP","",379245,3,4,475,5,53,12,2,1,0,0.4861,2,6.5,0.5455,0.5,0,0,0.693147180559945,1.9444
"1716",1716,5614830,1997,13598,1995,"US","TN",689576,2,11,324,4,43,25,2,0.84,0.5,0.7937,1,17.52,0.1053,0.08,0,0,0.693147180559945,8.7307
"1717",1717,5435083,1995,12989,1994,"US","WA",NA,1,19,37,6,64,11,1,1,0,0.6446,4,13.3636,NA,NA,NA,NA,0,12.2474
"1718",1718,5417327,1995,12926,1994,"CA","",NA,1,16,206,6,68,8,1,0.625,0,0.72,4,28.75,NA,NA,NA,NA,0,11.52
"1719",1719,5598759,1997,13549,1994,"US","WI",393735,2,18,83,5,51,27,1,0.7407,0,0.6,3,29.0741,0,0,0,0,0,10.8
"1720",1720,5574369,1996,13465,1994,"US","CA",NA,1,23,324,4,43,9,1,1,0,0.5185,2,4.6667,NA,NA,NA,NA,0,11.9255
"1721",1721,5718385,1998,13927,1996,"FI","",424995,3,6,239,5,59,10,1,1,0,0.42,1,11.3,0,0,0,0,0,2.52
"1722",1722,5597494,1997,13542,1995,"JP","",389720,3,15,216,1,19,3,1,1,0,0.4444,1,6,0.3333,0.3333,0,0,0,6.666
"1723",1723,5537049,1996,13346,1994,"JP","",708133,3,6,324,4,43,1,2,1,0.5,0,1,29,0,0,0,0,0.693147180559945,0
"1724",1724,5525753,1996,13311,1995,"US","RI",78805,2,4,174,4,41,31,3,0.9677,0.4444,0.84,0.6667,11.2581,0,0,1,1,1.09861228866811,3.36
"1725",1725,5699206,1997,13864,1995,"JP","",252865,3,23,360,2,24,2,1,1,0,0,1,2.5,0,0,0,0,0,0
"1726",1726,5437932,1995,12996,1994,"US","MN",377880,2,4,428,6,69,15,4,1,0.375,0.7644,2.75,13.4667,0.4667,0.4667,0.75,0.75,1.38629436111989,3.0576
"1727",1727,5617246,1997,13605,1995,"JP","",211155,3,19,359,5,54,5,1,1,0,0.32,1,5.6,0,0,0,0,0,6.08
"1728",1728,5670084,1997,13780,1995,"JP","",254145,3,19,252,1,19,6,1,1,0,0.6111,2,4.8333,0.1667,0.1667,0,0,0,11.6109
"1729",1729,5472821,1995,13122,1994,"JP","",211155,3,9,430,1,19,11,3,1,0.4444,0,3,3.7273,0.8182,0.8182,0.3333,0.3333,1.09861228866811,0
"1730",1730,5411317,1995,12905,1994,"DE","",133290,3,2,297,6,65,5,1,0.8,0,0.375,4,23.6,0,0,0,0,0,0.75
"1731",1731,5488543,1996,13178,1994,"DE","",498545,3,14,361,4,45,3,2,1,0.5,0.6667,1.5,15.3333,0,0,0.5,0.5,0.693147180559945,9.3338
"1732",1732,5486798,1996,13171,1994,"US","OH",713790,2,22,333,2,21,6,1,0.8333,0,0,1,12.5,0,0,0,0,0,0
"1733",1733,5486754,1996,13171,1994,"GB","",717778,3,6,324,4,43,1,3,1,0.4444,0,1.6667,4,0,0,0,0,1.09861228866811,0
"1734",1734,5676254,1997,13801,1996,"TW","",NA,1,7,206,6,68,10,3,1,0,0.54,1.6667,4.6,NA,NA,NA,NA,1.09861228866811,3.78
"1735",1735,5837498,1998,14200,1994,"US","MD",719160,2,24,435,3,33,4,1,1,0,0.375,3,2.25,0,0,0,0,0,9
"1736",1736,5565193,1996,13437,1994,"US","OH",454215,2,30,424,3,31,7,4,1,0.375,0.2449,2.75,7.5714,0.1429,0.1429,0.75,0.75,1.38629436111989,7.347
"1737",1737,5578537,1996,13479,1994,"DE","",254145,3,13,502,1,19,5,3,1,0.5,0,1.5,5.4,0,0,0.5,0.3333,1.09861228866811,0
"1738",1738,5583539,1996,13493,1991,"JP","",508240,3,26,345,2,23,5,3,1,0.4444,0.72,5,10.2,0.2,0.2,0,0,1.09861228866811,18.72
"1739",1739,5620897,1997,13619,1995,"US","LA",NA,1,3,436,1,19,14,3,0.1429,0.6667,0,1.6667,78.1429,NA,NA,NA,NA,1.09861228866811,0
"1740",1740,5608953,1997,13584,1996,"FR","",701256,3,10,24,6,63,3,1,0.6667,0,0.5,1,33.6667,0,0,1,1,0,5
"1741",1741,5535475,1996,13346,1994,"US","OR",NA,1,8,15,6,69,14,2,0.9286,0,0.4615,3.5,18.0714,NA,NA,NA,NA,0.693147180559945,3.692
"1742",1742,5525378,1996,13311,1994,"JP","",87490,3,8,427,1,12,17,1,1,0,0.7751,2,10.3529,0.2353,0.2353,1,1,0,6.2008
"1743",1743,5439734,1995,13003,1993,"US","GA",313200,2,9,442,1,11,24,1,1,0,0.8438,2,10.0417,0.3913,0.375,0,0,0,7.5942
"1744",1744,5450518,1995,13038,1994,"US","GA",706518,2,15,385,2,21,10,16,1,0.1172,0.32,2.4375,4.1,0.2222,0.2,0,0,2.77258872223978,4.8
"1745",1745,5431398,1995,12975,1994,"US","OK",NA,1,5,273,6,62,6,1,0.5,0,0,2,46.1667,NA,NA,NA,NA,0,0
